key, propensity, propensity^2, count, pos, neg
LD, 0.08207, 0.00674,      463,       38,      425
LE, 0.06996, 0.00489,      486,       34,      452
LF, 0.05906, 0.00349,      254,       15,      239
LG, 0.09484, 0.00899,      601,       57,      544
LH, 0.12291, 0.01511,      179,       22,      157
LI, 0.08133, 0.00661,      332,       27,      305
LK, 0.0726 , 0.00527,      427,       31,      396
LL, 0.07285, 0.00531,      604,       44,      560
LM, 0.08553, 0.00731,      152,       13,      139
LN, 0.05983, 0.00358,      351,       21,      330
LP, 0.10514, 0.01105,      428,       45,      383
LQ, 0.07285, 0.00531,      302,       22,      280
LR, 0.07105, 0.00505,      380,       27,      353
LS, 0.10216, 0.01044,      509,       52,      457
LT, 0.09888, 0.00978,      445,       44,      401
LV, 0.08824, 0.00779,      442,       39,      403
LW, 0.10417, 0.01085,       96,       10,       86
LY, 0.0796 , 0.00634,      201,       16,      185
L_, 0.10345, 0.0107 ,       29,        3,       26
MA, 0.14966, 0.0224 ,      147,       22,      125
MC, 0.04545, 0.00207,       22,        1,       21
MD, 0.07759, 0.00602,      116,        9,      107
ME, 0.08264, 0.00683,      121,       10,      111
MF, 0.11475, 0.01317,       61,        7,       54
MG, 0.16981, 0.02884,      159,       27,      132
MH, 0.18519, 0.03429,       54,       10,       44
MI, 0.16049, 0.02576,       81,       13,       68
MK, 0.11504, 0.01324,      113,       13,      100
ML, 0.09494, 0.00901,      158,       15,      143
MM, 0.02083, 0.00043,       48,        1,       47
MN, 0.11765, 0.01384,      102,       12,       90
MP, 0.10417, 0.01085,       96,       10,       86
MQ, 0.12987, 0.01687,       77,       10,       67
MR, 0.16364, 0.02678,      110,       18,       92
MS, 0.19626, 0.03852,      107,       21,       86
MT, 0.10753, 0.01156,       93,       10,       83
MV, 0.11304, 0.01278,      115,       13,      102
MW, 0.22727, 0.05165,       22,        5,       17
MY, 0.14   , 0.0196 ,       50,        7,       43
M_, 0.04167, 0.00174,       48,        2,       46
NA, 0.1037 , 0.01075,      405,       42,      363
NC, 0.17857, 0.03189,       56,       10,       46
ND, 0.11111, 0.01235,      252,       28,      224
NE, 0.05229, 0.00273,      306,       16,      290
NF, 0.09859, 0.00972,      213,       21,      192
NG, 0.14461, 0.02091,      408,       59,      349
NH, 0.13131, 0.01724,       99,       13,       86
NI, 0.10256, 0.01052,      273,       28,      245
NK, 0.08812, 0.00777,      261,       23,      238
NL, 0.08665, 0.00751,      427,       37,      390
NM, 0.15254, 0.02327,      118,       18,      100
NN, 0.06034, 0.00364,      232,       14,      218
NP, 0.08046, 0.00647,      261,       21,      240
NQ, 0.06145, 0.00378,      179,       11,      168
NR, 0.07292, 0.00532,      192,       14,      178
NS, 0.10569, 0.01117,      246,       26,      220
NT, 0.11278, 0.01272,      266,       30,      236
NV, 0.12849, 0.01651,      358,       46,      312
NW, 0.15385, 0.02367,       91,       14,       77
NY, 0.09392, 0.00882,      181,       17,      164
N_, 0      , 0      ,       18,        0,       18
PA, 0.07125, 0.00508,      407,       29,      378
PC, 0.09859, 0.00972,       71,        7,       64
PD, 0.0343 , 0.00118,      379,       13,      366
PE, 0.03364, 0.00113,      327,       11,      316
PF, 0.04741, 0.00225,      232,       11,      221
PG, 0.08274, 0.00685,      423,       35,      388
PH, 0.02344, 0.00055,      128,        3,      125
PI, 0.07527, 0.00567,      279,       21,      258
PK, 0.05818, 0.00339,      275,       16,      259
PL, 0.0636 , 0.00404,      456,       29,      427
PM, 0.02727, 0.00074,      110,        3,      107
PN, 0.044  , 0.00194,      250,       11,      239
PP, 0.08451, 0.00714,      213,       18,      195
PQ, 0.02874, 0.00083,      174,        5,      169
PR, 0.07143, 0.0051 ,      238,       17,      221
PS, 0.07029, 0.00494,      313,       22,      291
PT, 0.09467, 0.00896,      338,       32,      306
PV, 0.0675 , 0.00456,      400,       27,      373
PW, 0.03797, 0.00144,       79,        3,       76
PY, 0.03743, 0.0014 ,      187,        7,      180
P_, 0.06897, 0.00476,       29,        2,       27
QA, 0.07102, 0.00504,      352,       25,      327
QC, 0.08929, 0.00797,       56,        5,       51
QD, 0.07212, 0.0052 ,      208,       15,      193
QE, 0.03514, 0.00124,      313,       11,      302
QF, 0.07647, 0.00585,      170,       13,      157
QG, 0.09615, 0.00925,      312,       30,      282
QH, 0.08571, 0.00735,      105,        9,       96
QI, 0.0766 , 0.00587,      235,       18,      217
QK, 0.05042, 0.00254,      238,       12,      226
QL, 0.04239, 0.0018 ,      401,       17,      384
QM, 0.10577, 0.01119,      104,       11,       93
QN, 0.07487, 0.0056 ,      187,       14,      173
QP, 0.06593, 0.00435,      182,       12,      170
QQ, 0.03543, 0.00126,      254,        9,      245
QR, 0.03913, 0.00153,      230,        9,      221
QS, 0.08936, 0.00799,      235,       21,      214
QT, 0.06699, 0.00449,      209,       14,      195
QV, 0.06667, 0.00444,      270,       18,      252
QW, 0.04396, 0.00193,       91,        4,       87
QY, 0.08125, 0.0066 ,      160,       13,      147
Q_, 0      , 0      ,       18,        0,       18
R?, 0      , 0      ,        1,        0,        1
RA, 0.12253, 0.01501,      506,       62,      444
RC, 0.16667, 0.02778,       90,       15,       75
RD, 0.12615, 0.01591,      325,       41,      284
RE, 0.09975, 0.00995,      401,       40,      361
RF, 0.09881, 0.00976,      253,       25,      228
RG, 0.15765, 0.02485,      425,       67,      358
RH, 0.15493, 0.024  ,      142,       22,      120
RI, 0.10264, 0.01053,      341,       35,      306
RK, 0.09594, 0.0092 ,      271,       26,      245
RL, 0.12271, 0.01506,      546,       67,      479
RM, 0.12329, 0.0152 ,      146,       18,      128
RN, 0.13131, 0.01724,      198,       26,      172
RP, 0.12355, 0.01527,      259,       32,      227
RQ, 0.08511, 0.00724,      235,       20,      215
RR, 0.08365, 0.007  ,      263,       22,      241
RS, 0.15282, 0.02336,      301,       46,      255
RT, 0.14478, 0.02096,      297,       43,      254
RV, 0.10835, 0.01174,      443,       48,      395
RW, 0.14583, 0.02127,       96,       14,       82
RY, 0.12683, 0.01609,      205,       26,      179
R_, 0.05556, 0.00309,       18,        1,       17
S?, 0      , 0      ,        2,        0,        2
SA, 0.09363, 0.00877,      502,       47,      455
SC, 0.13953, 0.01947,       86,       12,       74
SD, 0.07792, 0.00607,      308,       24,      284
SE, 0.05233, 0.00274,      344,       18,      326
SF, 0.11067, 0.01225,      253,       28,      225
SG, 0.14444, 0.02086,      540,       78,      462
SH, 0.10563, 0.01116,      142,       15,      127
SI, 0.07895, 0.00623,      342,       27,      315
SK, 0.05502, 0.00303,      309,       17,      292
SL, 0.0917 , 0.00841,      578,       53,      525
SM, 0.12727, 0.0162 ,      110,       14,       96
SN, 0.09692, 0.00939,      227,       22,      205
SP, 0.0836 , 0.00699,      311,       26,      285
SQ, 0.0787 , 0.00619,      216,       17,      199
SR, 0.10039, 0.01008,      259,       26,      233
SS, 0.11086, 0.01229,      451,       50,      401
ST, 0.11404, 0.013  ,      342,       39,      303
SV, 0.09476, 0.00898,      401,       38,      363
SW, 0.04762, 0.00227,      105,        5,      100
SY, 0.08072, 0.00652,      223,       18,      205
S_, 0.03774, 0.00142,       53,        2,       51
TA, 0.07143, 0.0051 ,      476,       34,      442
TC, 0.10112, 0.01023,       89,        9,       80
TD, 0.07541, 0.00569,      305,       23,      282
TE, 0.05988, 0.00359,      334,       20,      314
TF, 0.06367, 0.00405,      267,       17,      250
TG, 0.11613, 0.01349,      465,       54,      411
TH, 0.09244, 0.00854,      119,       11,      108
TI, 0.07309, 0.00534,      301,       22,      279
TK, 0.07018, 0.00492,      285,       20,      265
TL, 0.04537, 0.00206,      529,       24,      505
TM, 0.04854, 0.00236,      103,        5,       98
TN, 0.08051, 0.00648,      236,       19,      217
TP, 0.08333, 0.00694,      336,       28,      308
TQ, 0.04663, 0.00217,      193,        9,      184
TR, 0.07905, 0.00625,      253,       20,      233
TS, 0.13235, 0.01752,      340,       45,      295
TT, 0.09554, 0.00913,      314,       30,      284
TV, 0.07292, 0.00532,      384,       28,      356
TW, 0.07627, 0.00582,      118,        9,      109
TY, 0.06481, 0.0042 ,      216,       14,      202
T_, 0.03448, 0.00119,       29,        1,       28
VA, 0.08498, 0.00722,      506,       43,      463
VC, 0.13636, 0.0186 ,       66,        9,       57
VD, 0.06094, 0.00371,      361,       22,      339
VE, 0.04987, 0.00249,      381,       19,      362
VF, 0.1005 , 0.0101 ,      199,       20,      179
VG, 0.11834, 0.01401,      507,       60,      447
VH, 0.08661, 0.0075 ,      127,       11,      116
VI, 0.06273, 0.00394,      271,       17,      254
VK, 0.07571, 0.00573,      317,       24,      293
VL, 0.06935, 0.00481,      447,       31,      416
VM, 0.09821, 0.00965,      112,       11,      101
VN, 0.06316, 0.00399,      285,       18,      267
VP, 0.09169, 0.00841,      349,       32,      317
VQ, 0.07614, 0.0058 ,      197,       15,      182
VR, 0.09122, 0.00832,      296,       27,      269
VS, 0.10089, 0.01018,      337,       34,      303
VT, 0.08581, 0.00736,      303,       26,      277
VV, 0.08838, 0.00781,      396,       35,      361
VW, 0.07895, 0.00623,       76,        6,       70
VY, 0.05814, 0.00338,      172,       10,      162
V_, 0.07407, 0.00549,       27,        2,       25
WA, 0.18349, 0.03367,      109,       20,       89
WC, 0.30769, 0.09467,       13,        4,        9
WD, 0.18584, 0.03454,      113,       21,       92
WE, 0.16216, 0.0263 ,      111,       18,       93
WF, 0.15517, 0.02408,       58,        9,       49
WG, 0.21374, 0.04568,      131,       28,      103
WH, 0.13636, 0.0186 ,       44,        6,       38
WI, 0.16393, 0.02687,       61,       10,       51
WK, 0.14141, 0.02   ,       99,       14,       85
WL, 0.1938 , 0.03756,      129,       25,      104
WM, 0.10714, 0.01148,       28,        3,       25
WN, 0.19318, 0.03732,       88,       17,       71
WP, 0.16049, 0.02576,       81,       13,       68
WQ, 0.1573 , 0.02474,       89,       14,       75
WR, 0.14103, 0.01989,       78,       11,       67
WS, 0.27778, 0.07716,      108,       30,       78
WT, 0.19469, 0.0379 ,      113,       22,       91
WV, 0.21101, 0.04452,      109,       23,       86
WW, 0      , 0      ,        9,        0,        9
WY, 0.22222, 0.04938,       63,       14,       49
W_, 0.33333, 0.11111,        6,        2,        4
YA, 0.18021, 0.03248,      283,       51,      232
YC, 0.12069, 0.01457,       58,        7,       51
YD, 0.14229, 0.02025,      253,       36,      217
YE, 0.12381, 0.01533,      210,       26,      184
YF, 0.21875, 0.04785,      128,       28,      100
YG, 0.19018, 0.03617,      326,       62,      264
YH, 0.16092, 0.0259 ,       87,       14,       73
YI, 0.12953, 0.01678,      193,       25,      168
YK, 0.125  , 0.01562,      224,       28,      196
YL, 0.09818, 0.00964,      275,       27,      248
YM, 0.14286, 0.02041,       63,        9,       54
YN, 0.11236, 0.01262,      178,       20,      158
YP, 0.14634, 0.02142,      205,       30,      175
YQ, 0.09722, 0.00945,      144,       14,      130
YR, 0.19653, 0.03862,      173,       34,      139
YS, 0.19835, 0.03934,      242,       48,      194
YT, 0.16895, 0.02854,      219,       37,      182
YV, 0.16744, 0.02804,      215,       36,      179
YW, 0.10909, 0.0119 ,       55,        6,       49
YY, 0.2028 , 0.04113,      143,       29,      114
Y_, 0.08333, 0.00694,       12,        1,       11
