key, propensity, propensity^2, count, pos, neg
EH, 0.07194, 0.00518,      556,       40,      516
EI, 0.063  , 0.00397,     1508,       95,     1413
EK, 0.03216, 0.00103,     1897,       61,     1836
EL, 0.05281, 0.00279,     2632,      139,     2493
EM, 0.05189, 0.00269,      636,       33,      603
EN, 0.04167, 0.00174,     1224,       51,     1173
EP, 0.04909, 0.00241,     1324,       65,     1259
EQ, 0.04493, 0.00202,     1135,       51,     1084
ER, 0.03495, 0.00122,     1402,       49,     1353
ES, 0.0513 , 0.00263,     1423,       73,     1350
ET, 0.03966, 0.00157,     1286,       51,     1235
EV, 0.04461, 0.00199,     1883,       84,     1799
EW, 0.07368, 0.00543,      380,       28,      352
EY, 0.06416, 0.00412,      904,       58,      846
E_, 0.04724, 0.00223,      127,        6,      121
FA, 0.11562, 0.01337,      813,       94,      719
FC, 0.16116, 0.02597,      242,       39,      203
FD, 0.09797, 0.0096 ,      888,       87,      801
FE, 0.10905, 0.01189,      862,       94,      768
FF, 0.10156, 0.01031,      512,       52,      460
FG, 0.13546, 0.01835,      908,      123,      785
FH, 0.11326, 0.01283,      362,       41,      321
FI, 0.09456, 0.00894,      698,       66,      632
FK, 0.11896, 0.01415,      807,       96,      711
FL, 0.1107 , 0.01225,     1084,      120,      964
FM, 0.14458, 0.0209 ,      249,       36,      213
FN, 0.10898, 0.01188,      679,       74,      605
FP, 0.08899, 0.00792,      663,       59,      604
FQ, 0.0895 , 0.00801,      581,       52,      529
FR, 0.09012, 0.00812,      688,       62,      626
FS, 0.09674, 0.00936,      982,       95,      887
FT, 0.08843, 0.00782,      769,       68,      701
FV, 0.10754, 0.01156,      809,       87,      722
FW, 0.10714, 0.01148,      168,       18,      150
FY, 0.13347, 0.01782,      472,       63,      409
F_, 0.09091, 0.00826,       44,        4,       40
GA, 0.05092, 0.00259,     1414,       72,     1342
GC, 0.07521, 0.00566,      359,       27,      332
GD, 0.0425 , 0.00181,     1553,       66,     1487
GE, 0.03534, 0.00125,     1528,       54,     1474
GF, 0.08473, 0.00718,      838,       71,      767
GG, 0.06705, 0.0045 ,     1551,      104,     1447
GH, 0.04272, 0.00182,      515,       22,      493
GI, 0.05756, 0.00331,     1025,       59,      966
GK, 0.03357, 0.00113,     1400,       47,     1353
GL, 0.05485, 0.00301,     1805,       99,     1706
GM, 0.07778, 0.00605,      450,       35,      415
GN, 0.04488, 0.00201,     1114,       50,     1064
GP, 0.03022, 0.00091,     1059,       32,     1027
GQ, 0.04497, 0.00202,      934,       42,      892
GR, 0.05368, 0.00288,     1155,       62,     1093
GS, 0.04756, 0.00226,     1661,       79,     1582
GT, 0.05287, 0.0028 ,     1305,       69,     1236
GV, 0.05356, 0.00287,     1307,       70,     1237
GW, 0.10368, 0.01075,      299,       31,      268
GY, 0.07046, 0.00496,      809,       57,      752
G_, 0.01183, 0.00014,      169,        2,      167
HA, 0.11676, 0.01363,      531,       62,      469
HC, 0.07937, 0.0063 ,      189,       15,      174
HD, 0.09557, 0.00913,      429,       41,      388
HE, 0.08807, 0.00776,      545,       48,      497
HF, 0.07601, 0.00578,      421,       32,      389
HG, 0.11424, 0.01305,      569,       65,      504
HH, 0.04678, 0.00219,      342,       16,      326
HI, 0.09038, 0.00817,      520,       47,      473
HK, 0.08434, 0.00711,      498,       42,      456
HL, 0.06455, 0.00417,      883,       57,      826
HM, 0.07048, 0.00497,      227,       16,      211
HN, 0.08078, 0.00653,      359,       29,      330
HP, 0.07963, 0.00634,      427,       34,      393
HQ, 0.08511, 0.00724,      376,       32,      344
HR, 0.05145, 0.00265,      447,       23,      424
HS, 0.10935, 0.01196,      567,       62,      505
HT, 0.10619, 0.01128,      452,       48,      404
HV, 0.09804, 0.00961,      561,       55,      506
HW, 0.15315, 0.02346,      111,       17,       94
HY, 0.08493, 0.00721,      365,       31,      334
H_, 0      , 0      ,       47,        0,       47
IA, 0.07643, 0.00584,     1099,       84,     1015
IC, 0.09894, 0.00979,      283,       28,      255
ID, 0.07719, 0.00596,     1153,       89,     1064
IE, 0.06973, 0.00486,     1176,       82,     1094
IF, 0.07143, 0.0051 ,      630,       45,      585
IG, 0.08419, 0.00709,     1069,       90,      979
IH, 0.05759, 0.00332,      382,       22,      360
II, 0.08065, 0.0065 ,      806,       65,      741
IK, 0.06909, 0.00477,     1100,       76,     1024
IL, 0.08144, 0.00663,     1412,      115,     1297
IM, 0.08146, 0.00664,      356,       29,      327
IN, 0.08094, 0.00655,      939,       76,      863
IP, 0.06007, 0.00361,      899,       54,      845
IQ, 0.06986, 0.00488,      730,       51,      679
IR, 0.07264, 0.00528,      881,       64,      817
IS, 0.08632, 0.00745,     1089,       94,      995
IT, 0.07975, 0.00636,      953,       76,      877
IV, 0.06713, 0.00451,     1013,       68,      945
IW, 0.0796 , 0.00634,      201,       16,      185
IY, 0.10577, 0.01119,      520,       55,      465
I_, 0.02128, 0.00045,       47,        1,       46
KA, 0.05529, 0.00306,     1664,       92,     1572
KC, 0.04178, 0.00175,      383,       16,      367
KD, 0.04053, 0.00164,     1505,       61,     1444
KE, 0.0425 , 0.00181,     1906,       81,     1825
KF, 0.07574, 0.00574,      977,       74,      903
KG, 0.04917, 0.00242,     1566,       77,     1489
KH, 0.05803, 0.00337,      517,       30,      487
KI, 0.06233, 0.00389,     1508,       94,     1414
KK, 0.05092, 0.00259,     1571,       80,     1491
KL, 0.05804, 0.00337,     2481,      144,     2337
KM, 0.05027, 0.00253,      557,       28,      529
KN, 0.05839, 0.00341,     1079,       63,     1016
KP, 0.0329 , 0.00108,     1003,       33,      970
KQ, 0.03767, 0.00142,      929,       35,      894
KR, 0.04359, 0.0019 ,     1147,       50,     1097
KS, 0.05502, 0.00303,     1345,       74,     1271
KT, 0.05056, 0.00256,     1246,       63,     1183
KV, 0.0584 , 0.00341,     1661,       97,     1564
KW, 0.06425, 0.00413,      358,       23,      335
KY, 0.04895, 0.0024 ,      858,       42,      816
K_, 0.02521, 0.00064,      119,        3,      116
LA, 0.06407, 0.00411,     2029,      130,     1899
LC, 0.09856, 0.00971,      487,       48,      439
LD, 0.06641, 0.00441,     1807,      120,     1687
LE, 0.05917, 0.0035 ,     2045,      121,     1924
LF, 0.08308, 0.0069 ,      999,       83,      916
LG, 0.07757, 0.00602,     1792,      139,     1653
LH, 0.08217, 0.00675,      645,       53,      592
LI, 0.07282, 0.0053 ,     1442,      105,     1337
LK, 0.07696, 0.00592,     1897,      146,     1751
LL, 0.07992, 0.00639,     2565,      205,     2360
LM, 0.06408, 0.00411,      593,       38,      555
LN, 0.05439, 0.00296,     1287,       70,     1217
LP, 0.04994, 0.00249,     1562,       78,     1484
LQ, 0.05809, 0.00337,     1291,       75,     1216
LR, 0.0618 , 0.00382,     1521,       94,     1427
LS, 0.06705, 0.0045 ,     1894,      127,     1767
LT, 0.07071, 0.005  ,     1598,      113,     1485
LV, 0.06774, 0.00459,     1742,      118,     1624
LW, 0.04594, 0.00211,      283,       13,      270
LY, 0.07184, 0.00516,      877,       63,      814
L_, 0.06863, 0.00471,      102,        7,       95
MA, 0.08022, 0.00644,      536,       43,      493
MC, 0.10435, 0.01089,      115,       12,      103
MD, 0.07912, 0.00626,      455,       36,      419
ME, 0.07457, 0.00556,      523,       39,      484
MF, 0.09881, 0.00976,      253,       25,      228
MG, 0.09691, 0.00939,      485,       47,      438
MH, 0.07653, 0.00586,      196,       15,      181
MI, 0.10724, 0.0115 ,      373,       40,      333
MK, 0.06466, 0.00418,      464,       30,      434
ML, 0.09828, 0.00966,      641,       63,      578
MM, 0.18079, 0.03269,      177,       32,      145
MN, 0.0988 , 0.00976,      334,       33,      301
MP, 0.10738, 0.01153,      298,       32,      266
MQ, 0.11209, 0.01257,      339,       38,      301
MR, 0.08857, 0.00784,      350,       31,      319
MS, 0.07579, 0.00574,      475,       36,      439
MT, 0.10497, 0.01102,      362,       38,      324
MV, 0.10021, 0.01004,      469,       47,      422
MW, 0.06977, 0.00487,       86,        6,       80
MY, 0.10881, 0.01184,      193,       21,      172
M_, 0.05882, 0.00346,      136,        8,      128
NA, 0.06322, 0.004  ,     1044,       66,      978
NC, 0.03754, 0.00141,      293,       11,      282
ND, 0.05049, 0.00255,      911,       46,      865
NE, 0.04545, 0.00207,     1210,       55,     1155
NF, 0.0653 , 0.00426,      781,       51,      730
NG, 0.07425, 0.00551,     1239,       92,     1147
NH, 0.06111, 0.00373,      360,       22,      338
NI, 0.0726 , 0.00527,     1157,       84,     1073
NK, 0.0489 , 0.00239,     1043,       51,      992
NL, 0.05419, 0.00294,     1624,       88,     1536
NM, 0.05851, 0.00342,      376,       22,      354
NN, 0.05521, 0.00305,      815,       45,      770
NP, 0.06013, 0.00362,      898,       54,      844
NQ, 0.05979, 0.00357,      669,       40,      629
NR, 0.06983, 0.00488,      802,       56,      746
NS, 0.06823, 0.00465,     1026,       70,      956
NT, 0.07273, 0.00529,      880,       64,      816
NV, 0.07167, 0.00514,     1186,       85,     1101
NW, 0.0549 , 0.00301,      255,       14,      241
NY, 0.06959, 0.00484,      661,       46,      615
N_, 0.025  , 0.00063,       80,        2,       78
PA, 0.04144, 0.00172,     1086,       45,     1041
PC, 0.05199, 0.0027 ,      327,       17,      310
PD, 0.03532, 0.00125,     1189,       42,     1147
PE, 0.03419, 0.00117,     1287,       44,     1243
PF, 0.06117, 0.00374,      703,       43,      660
PG, 0.04367, 0.00191,     1122,       49,     1073
PH, 0.02948, 0.00087,      407,       12,      395
PI, 0.05446, 0.00297,     1010,       55,      955
PK, 0.03542, 0.00125,      960,       34,      926
PL, 0.03976, 0.00158,     1685,       67,     1618
PM, 0.08682, 0.00754,      311,       27,      284
PN, 0.04323, 0.00187,      879,       38,      841
PP, 0.03279, 0.00107,      976,       32,      944
PQ, 0.02769, 0.00077,      650,       18,      632
PR, 0.04713, 0.00222,      870,       41,      829
PS, 0.0383 , 0.00147,     1175,       45,     1130
PT, 0.05113, 0.00261,     1017,       52,      965
PV, 0.0539 , 0.00291,     1243,       67,     1176
PW, 0.06466, 0.00418,      232,       15,      217
PY, 0.05699, 0.00325,      579,       33,      546
P_, 0.05556, 0.00309,      108,        6,      102
QA, 0.07502, 0.00563,     1213,       91,     1122
QC, 0.09524, 0.00907,      336,       32,      304
QD, 0.05882, 0.00346,      850,       50,      800
QE, 0.05516, 0.00304,     1124,       62,     1062
QF, 0.05444, 0.00296,      698,       38,      660
QG, 0.06256, 0.00391,     1039,       65,      974
QH, 0.08355, 0.00698,      383,       32,      351
QI, 0.07435, 0.00553,      955,       71,      884
QK, 0.05275, 0.00278,      910,       48,      862
QL, 0.05903, 0.00348,     1694,      100,     1594
QM, 0.08193, 0.00671,      415,       34,      381
QN, 0.05596, 0.00313,      679,       38,      641
QP, 0.04669, 0.00218,      664,       31,      633
QQ, 0.05288, 0.0028 ,      851,       45,      806
QR, 0.05663, 0.00321,      777,       44,      733
QS, 0.06067, 0.00368,      956,       58,      898
QT, 0.06405, 0.0041 ,      765,       49,      716
QV, 0.07375, 0.00544,     1139,       84,     1055
QW, 0.09283, 0.00862,      237,       22,      215
QY, 0.05498, 0.00302,      582,       32,      550
Q_, 0.0274 , 0.00075,       73,        2,       71
RA, 0.07277, 0.00529,     1388,      101,     1287
RC, 0.06361, 0.00405,      393,       25,      368
RD, 0.07328, 0.00537,     1119,       82,     1037
RE, 0.06955, 0.00484,     1409,       98,     1311
RF, 0.06909, 0.00477,      854,       59,      795
RG, 0.09524, 0.00907,     1365,      130,     1235
RH, 0.06223, 0.00387,      466,       29,      437
RI, 0.09901, 0.0098 ,     1212,      120,     1092
RK, 0.06836, 0.00467,     1141,       78,     1063
RL, 0.07004, 0.00491,     2056,      144,     1912
RM, 0.09469, 0.00897,      433,       41,      392
RN, 0.08602, 0.0074 ,      837,       72,      765
RP, 0.07253, 0.00526,      910,       66,      844
RQ, 0.05913, 0.0035 ,      778,       46,      732
RR, 0.08862, 0.00785,     1072,       95,      977
RS, 0.0842 , 0.00709,     1247,      105,     1142
RT, 0.08753, 0.00766,      994,       87,      907
RV, 0.07657, 0.00586,     1528,      117,     1411
RW, 0.0817 , 0.00667,      306,       25,      281
RY, 0.09427, 0.00889,      785,       74,      711
R_, 0.05333, 0.00284,       75,        4,       71
SA, 0.05633, 0.00317,     1509,       85,     1424
SC, 0.05051, 0.00255,      396,       20,      376
SD, 0.05169, 0.00267,     1335,       69,     1266
SE, 0.0509 , 0.00259,     1336,       68,     1268
SF, 0.07352, 0.0054 ,     1061,       78,      983
SG, 0.04784, 0.00229,     1714,       82,     1632
SH, 0.05773, 0.00333,      537,       31,      506
SI, 0.07686, 0.00591,     1262,       97,     1165
SK, 0.03816, 0.00146,     1258,       48,     1210
SL, 0.05455, 0.00298,     2218,      121,     2097
SM, 0.0609 , 0.00371,      509,       31,      478
SN, 0.04251, 0.00181,      988,       42,      946
SP, 0.03106, 0.00096,     1159,       36,     1123
SQ, 0.04199, 0.00176,      905,       38,      867
SR, 0.04561, 0.00208,     1140,       52,     1088
SS, 0.07038, 0.00495,     1705,      120,     1585
ST, 0.06433, 0.00414,     1197,       77,     1120
SV, 0.05556, 0.00309,     1548,       86,     1462
SW, 0.07285, 0.00531,      302,       22,      280
SY, 0.06731, 0.00453,      832,       56,      776
S_, 0.06145, 0.00378,      179,       11,      168
TA, 0.05609, 0.00315,     1248,       70,     1178
TC, 0.05689, 0.00324,      334,       19,      315
TD, 0.0505 , 0.00255,     1109,       56,     1053
TE, 0.04373, 0.00191,     1212,       53,     1159
TF, 0.05351, 0.00286,      897,       48,      849
TG, 0.0552 , 0.00305,     1395,       77,     1318
TH, 0.02723, 0.00074,      404,       11,      393
TI, 0.05149, 0.00265,     1243,       64,     1179
TK, 0.05051, 0.00255,     1168,       59,     1109
TL, 0.05244, 0.00275,     1964,      103,     1861
TM, 0.05025, 0.00253,      398,       20,      378
TN, 0.04779, 0.00228,      837,       40,      797
TP, 0.03809, 0.00145,     1024,       39,      985
TQ, 0.05219, 0.00272,      709,       37,      672
TR, 0.07358, 0.00541,      897,       66,      831
TS, 0.06365, 0.00405,     1194,       76,     1118
TT, 0.07163, 0.00513,     1075,       77,      998
TV, 0.04192, 0.00176,     1479,       62,     1417
TW, 0.05839, 0.00341,      274,       16,      258
TY, 0.05616, 0.00315,      730,       41,      689
T_, 0.16393, 0.02687,       61,       10,       51
VA, 0.07708, 0.00594,     1427,      110,     1317
VC, 0.06306, 0.00398,      333,       21,      312
VD, 0.06651, 0.00442,     1293,       86,     1207
VE, 0.05578, 0.00311,     1470,       82,     1388
VF, 0.07652, 0.00585,      758,       58,      700
VG, 0.07344, 0.00539,     1348,       99,     1249
VH, 0.07729, 0.00597,      414,       32,      382
VI, 0.06988, 0.00488,     1016,       71,      945
VK, 0.07235, 0.00523,     1244,       90,     1154
VL, 0.06126, 0.00375,     1812,      111,     1701
VM, 0.07921, 0.00627,      404,       32,      372
VN, 0.06082, 0.0037 ,      970,       59,      911
VP, 0.05446, 0.00297,     1120,       61,     1059
VQ, 0.06071, 0.00369,      873,       53,      820
VR, 0.07372, 0.00544,     1058,       78,      980
VS, 0.06236, 0.00389,     1315,       82,     1233
VT, 0.06501, 0.00423,     1169,       76,     1093
VV, 0.06486, 0.00421,     1403,       91,     1312
VW, 0.10909, 0.0119 ,      220,       24,      196
VY, 0.08224, 0.00676,      608,       50,      558
V_, 0.04938, 0.00244,       81,        4,       77
WA, 0.13167, 0.01734,      281,       37,      244
WC, 0.16049, 0.02576,       81,       13,       68
WD, 0.13274, 0.01762,      339,       45,      294
WE, 0.14451, 0.02088,      346,       50,      296
WF, 0.16244, 0.02639,      197,       32,      165
WG, 0.1763 , 0.03108,      346,       61,      285
WH, 0.16814, 0.02827,      113,       19,       94
WI, 0.07634, 0.00583,      262,       20,      242
WK, 0.15756, 0.02482,      311,       49,      262
WL, 0.12468, 0.01554,      385,       48,      337
WM, 0.13725, 0.01884,      102,       14,       88
WN, 0.1417 , 0.02008,      247,       35,      212
WP, 0.11715, 0.01373,      239,       28,      211
WQ, 0.14747, 0.02175,      217,       32,      185
WR, 0.11636, 0.01354,      275,       32,      243
WS, 0.15409, 0.02374,      318,       49,      269
WT, 0.14336, 0.02055,      286,       41,      245
WV, 0.16041, 0.02573,      293,       47,      246
WW, 0.20732, 0.04298,       82,       17,       65
WY, 0.18325, 0.03358,      191,       35,      156
W_, 0.15385, 0.02367,       13,        2,       11
YA, 0.10909, 0.0119 ,      825,       90,      735
YC, 0.17073, 0.02915,      287,       49,      238
YD, 0.12584, 0.01583,      898,      113,      785
YE, 0.10595, 0.01123,      840,       89,      751
YF, 0.14   , 0.0196 ,      550,       77,      473
YG, 0.15844, 0.0251 ,      972,      154,      818
YH, 0.11504, 0.01324,      339,       39,      300
YI, 0.12195, 0.01487,      697,       85,      612
YK, 0.09379, 0.0088 ,      789,       74,      715
YL, 0.13483, 0.01818,     1157,      156,     1001
YM, 0.13636, 0.0186 ,      220,       30,      190
YN, 0.11025, 0.01215,      644,       71,      573
YP, 0.12957, 0.01679,      602,       78,      524
YQ, 0.06786, 0.0046 ,      560,       38,      522
YR, 0.13001, 0.0169 ,      723,       94,      629
YS, 0.10461, 0.01094,      889,       93,      796
YT, 0.12772, 0.01631,      736,       94,      642
YV, 0.11491, 0.01321,      818,       94,      724
YW, 0.08808, 0.00776,      193,       17,      176
YY, 0.14335, 0.02055,      579,       83,      496
Y_, 0.05556, 0.00309,       36,        2,       34
